tournament_year,raw_ground,venue_id,canonical_venue_name,city,country,country_code,latitude,longitude,coordinate_precision,source_name,source_reference,verified_at,notes
2002,"Sapporo Dome, Sapporo",72d88ea2a228529e,Sapporo Dome,Sapporo,Japan,JP,43.017802,141.408742,stadium,OpenStreetMap,https://www.openstreetmap.org/node/346170361,2026-07-15,
2002,"Kashima Soccer Stadium, Ibaraki",d7c9d8a09e15f2de,Kashima Soccer Stadium,Kashima,Japan,JP,35.992256,140.636293,stadium,OpenStreetMap,https://www.openstreetmap.org/node/3799418504,2026-07-15,
2002,"Saitama Stadium, Saitama",54e8f885063b72eb,Saitama Stadium 2002,Saitama,Japan,JP,35.903074,139.717606,stadium,OpenStreetMap,https://www.openstreetmap.org/way/119665760,2026-07-15,
2002,"Shizuoka Stadium, Shizuoka",502b261ccb67eec7,Shizuoka Stadium ECOPA,Fukuroi,Japan,JP,34.743431,137.970729,stadium,OpenStreetMap,https://www.openstreetmap.org/way/175920589,2026-07-15,
2002,"International Stadium Yokohama, Yokohama",b5a86b3842041d7c,International Stadium Yokohama,Yokohama,Japan,JP,35.509988,139.606382,stadium,OpenStreetMap,https://www.openstreetmap.org/way/119477713,2026-07-15,
2002,"Kobe Wing Stadium, Kobe",24e73900161a035f,Noevir Stadium Kobe,Kobe,Japan,JP,34.656697,135.16976,stadium,OpenStreetMap,https://www.openstreetmap.org/relation/1721297,2026-07-15,
2002,"Miyagi Stadium, Miyagi",0ff39b9f204a899b,Miyagi Stadium,Rifu,Japan,JP,38.335361,140.950457,stadium,OpenStreetMap,https://www.openstreetmap.org/way/103894920,2026-07-15,
2002,"Nagai Stadium, Osaka",d1893bda67df8c96,Yanmar Stadium Nagai,Osaka,Japan,JP,34.614106,135.518511,stadium,OpenStreetMap,https://www.openstreetmap.org/way/66676943,2026-07-15,
2002,"Ōita Stadium, Ōita",a6735edbdce88104,Oita Bank Dome,Ōita,Japan,JP,33.200556,131.657778,stadium,Wikidata,https://www.wikidata.org/wiki/Q1144596,2026-07-15,
2006,"Allianz Arena, München",0a88b4fe21ed7b5d,Allianz Arena,Munich,Germany,DE,48.2188,11.6247,stadium,OpenStreetMap,https://www.openstreetmap.org/relation/18413487,2026-07-15,
2006,"Veltins-Arena, Gelsenkirchen",b52e7bcfda886229,Veltins-Arena,Gelsenkirchen,Germany,DE,51.5547,7.0675,stadium,OpenStreetMap,https://www.openstreetmap.org/way/147192563,2026-07-15,
2006,"Signal Iduna Park, Dortmund",da57f3c160cc7042,Signal Iduna Park,Dortmund,Germany,DE,51.492492,7.451855,stadium,OpenStreetMap,https://www.openstreetmap.org/way/17235929,2026-07-15,
2006,"AOL Arena, Hamburg",1f3e848acd4aa316,Volksparkstadion,Hamburg,Germany,DE,53.587153,9.898706,stadium,OpenStreetMap,https://www.openstreetmap.org/way/19617443,2026-07-15,
2006,"Olympiastadion, Berlin",05356f8271d1ea85,Olympiastadion Berlin,Berlin,Germany,DE,52.514585,13.239814,stadium,OpenStreetMap,https://www.openstreetmap.org/way/38862723,2026-07-15,
2006,"AWD-Arena, Hannover",504ec27f79bc3889,Niedersachsenstadion,Hanover,Germany,DE,52.360026,9.731016,stadium,OpenStreetMap,https://www.openstreetmap.org/way/9923195,2026-07-15,
2006,"Commerzbank-Arena, Frankfurt",ae5c4f53df66c69e,Deutsche Bank Park,Frankfurt,Germany,DE,50.06861,8.645415,stadium,OpenStreetMap,https://www.openstreetmap.org/way/5117941,2026-07-15,
2006,"Frankenstadion, Nürnberg",cd96b4feb902258d,Max-Morlock-Stadion,Nuremberg,Germany,DE,49.4256,11.1256,stadium,OpenStreetMap,https://www.openstreetmap.org/way/144526202,2026-07-15,
2006,"RheinEnergieStadion, Köln",8a986063e89cda00,RheinEnergieStadion,Cologne,Germany,DE,50.9333,6.875,stadium,OpenStreetMap,https://www.openstreetmap.org/way/145246719,2026-07-15,
2006,"Fritz-Walter-Stadion, Kaiserslautern",6a2937f1b7d08067,Fritz-Walter-Stadion,Kaiserslautern,Germany,DE,49.4347,7.7767,stadium,OpenStreetMap,https://www.openstreetmap.org/way/27880400,2026-07-15,
2006,"Zentralstadion, Leipzig",ba60934936e7b5eb,Red Bull Arena,Leipzig,Germany,DE,51.3456,12.3469,stadium,OpenStreetMap,https://www.openstreetmap.org/way/8015060,2026-07-15,
2006,"Gottlieb-Daimler-Stadion, Stuttgart",0258ad2b1097e1f2,Mercedes-Benz Arena,Stuttgart,Germany,DE,48.792249,9.232086,stadium,OpenStreetMap,https://www.openstreetmap.org/way/3869991,2026-07-15,
2010,"Soccer City, Johannesburg",4475a36c00343875,FNB Stadium,Johannesburg,South Africa,ZA,-26.2347,27.9825,stadium,OpenStreetMap,https://www.openstreetmap.org/way/48848017,2026-07-15,
2010,"Cape Town Stadium, Cape Town",85d2d63fb75a6f29,Cape Town Stadium,Cape Town,South Africa,ZA,-33.9036,18.4106,stadium,OpenStreetMap,https://www.openstreetmap.org/way/626140250,2026-07-15,
2010,"Loftus Versfeld Stadium, Pretoria",0d8ce80344c909d4,Loftus Versfeld Stadium,Pretoria,South Africa,ZA,-25.7531,28.2222,stadium,OpenStreetMap,https://www.openstreetmap.org/way/656161698,2026-07-15,
2010,"Peter Mokaba Stadium, Polokwane",b870cb241f17128e,Peter Mokaba Stadium,Polokwane,South Africa,ZA,-23.9,29.45,stadium,OpenStreetMap,https://www.openstreetmap.org/relation/952159,2026-07-15,
2010,"Royal Bafokeng Stadium, Rustenburg",a11a0eafe2fda0c4,Royal Bafokeng Stadium,Rustenburg,South Africa,ZA,-25.6667,27.25,stadium,OpenStreetMap,https://www.openstreetmap.org/way/61318435,2026-07-15,
2010,"Free State Stadium, Bloemfontein",ffe81fb22ed76521,Free State Stadium,Bloemfontein,South Africa,ZA,-29.1167,26.2,stadium,OpenStreetMap,https://www.openstreetmap.org/way/43791926,2026-07-15,
2010,"Nelson Mandela Bay Stadium, Port Elizabeth",5c481b9157667d37,Nelson Mandela Bay Stadium,Gqeberha,South Africa,ZA,-33.95,25.6,stadium,OpenStreetMap,https://www.openstreetmap.org/way/27345494,2026-07-15,
2010,"Ellis Park Stadium, Johannesburg",4789a700bb49d009,Ellis Park Stadium,Johannesburg,South Africa,ZA,-26.1975,28.06,stadium,OpenStreetMap,https://www.openstreetmap.org/way/50638867,2026-07-15,
2010,"Moses Mabhida Stadium, Durban",fa02105cf2034289,Moses Mabhida Stadium,Durban,South Africa,ZA,-29.8289,31.0214,stadium,OpenStreetMap,https://www.openstreetmap.org/relation/318673,2026-07-15,
2010,"Mbombela Stadium, Nelspruit",9bcad1619b9643f1,Mbombela Stadium,Mbombela,South Africa,ZA,-25.4667,30.9833,stadium,OpenStreetMap,https://www.openstreetmap.org/way/52908226,2026-07-15,
2014,"Arena de São Paulo, São Paulo",3c1fbdf953456102,Arena Corinthians,São Paulo,Brazil,BR,-23.5275,-46.6553,stadium,OpenStreetMap,https://www.openstreetmap.org/way/218678632,2026-07-15,
2014,"Estádio das Dunas, Natal",e31cfcf9e4ba0ed7,Estádio das Dunas,Natal,Brazil,BR,-5.7833,-35.2167,stadium,OpenStreetMap,https://www.openstreetmap.org/relation/3821148,2026-07-15,
2014,"Estádio Castelão, Fortaleza",1f0f2707a06dc76c,Estádio Castelão,Fortaleza,Brazil,BR,-3.7833,-38.5167,stadium,OpenStreetMap,https://www.openstreetmap.org/relation/8822987,2026-07-15,
2014,"Arena Amazônia, Manaus",f58633efbe61bc5d,Arena Amazônia,Manaus,Brazil,BR,-3.0833,-60.0167,stadium,OpenStreetMap,https://www.openstreetmap.org/way/832745951,2026-07-15,
2014,"Estádio Nacional Mané Garrincha, Brasília",7b7d52fd9056e8b0,Estádio Nacional Mané Garrincha,Brasília,Brazil,BR,-15.7833,-47.9,stadium,OpenStreetMap,https://www.openstreetmap.org/way/1013043185,2026-07-15,
2014,"Arena Pernambuco, Recife",2018775e4dfa4754,Arena Pernambuco,Recife,Brazil,BR,-8.0333,-35.0167,stadium,OpenStreetMap,https://www.openstreetmap.org/way/573609268,2026-07-15,
2014,"Arena Fonte Nova, Salvador",04abee488f847fd8,Arena Fonte Nova,Salvador,Brazil,BR,-12.9789,-38.5044,stadium,OpenStreetMap,https://www.openstreetmap.org/relation/3346613,2026-07-15,
2014,"Arena Pantanal, Cuiabá",9c4cd06ad1cd954d,Arena Pantanal,Cuiabá,Brazil,BR,-15.6,-56.0833,stadium,OpenStreetMap,https://www.openstreetmap.org/relation/7220795,2026-07-15,
2014,"Estádio Beira-Rio, Porto Alegre",b497772a12f0ab63,Estádio Beira-Rio,Porto Alegre,Brazil,BR,-30.0653,-51.2358,stadium,OpenStreetMap,https://www.openstreetmap.org/relation/4587043,2026-07-15,
2014,"Estádio do Maracanã, Rio de Janeiro",1a16e16ec97c0349,Estádio do Maracanã,Rio de Janeiro,Brazil,BR,-22.912162,-43.231186,stadium,OpenStreetMap,https://www.openstreetmap.org/relation/4587734,2026-07-15,
2014,"Arena da Baixada, Curitiba",fdbd4f6f430fde83,Arena da Baixada,Curitiba,Brazil,BR,-25.421438,-49.259757,stadium,OpenStreetMap,https://www.openstreetmap.org/way/24781431,2026-07-15,
2014,"Estádio Mineirão, Belo Horizonte",d931fc2a7f24457a,Estádio Mineirão,Belo Horizonte,Brazil,BR,-19.9086,-43.9383,stadium,OpenStreetMap,https://www.openstreetmap.org/way/178504792,2026-07-15,
2018,"Luzhniki Stadium, Moscow",20f44e66a9814c6a,Luzhniki Stadium,Moscow,Russia,RU,55.7156,37.5536,stadium,OpenStreetMap,https://www.openstreetmap.org/relation/162802,2026-07-15,
2018,"Ekaterinburg Arena, Ekaterinburg",4c6d03a74bdf8bc9,Ekaterinburg Arena,Yekaterinburg,Russia,RU,56.832178,60.573936,stadium,OpenStreetMap,https://www.openstreetmap.org/relation/18537813,2026-07-15,
2018,"Saint Petersburg Stadium, Saint Petersburg",4d399ffe71452382,Krestovsky Stadium,Saint Petersburg,Russia,RU,59.9725,30.2214,stadium,OpenStreetMap,https://www.openstreetmap.org/relation/8841754,2026-07-15,
2018,"Rostov Arena, Rostov-on-Don",2ff1c1e380707a2d,Rostov Arena,Rostov-on-Don,Russia,RU,47.2333,39.7167,stadium,OpenStreetMap,https://www.openstreetmap.org/way/137831707,2026-07-15,
2018,"Samara Arena, Samara",c5f68d542c8c3e20,Samara Arena,Samara,Russia,RU,53.2,50.15,stadium,OpenStreetMap,https://www.openstreetmap.org/way/572625474,2026-07-15,
2018,"Volgograd Arena, Volgograd",e673697c4473bcd1,Volgograd Arena,Volgograd,Russia,RU,48.7333,44.5333,stadium,OpenStreetMap,https://www.openstreetmap.org/relation/7718662,2026-07-15,
2018,"Fisht Stadium, Sochi",476d7ab37f13ce86,Fisht Olympic Stadium,Sochi,Russia,RU,43.402222,39.955556,stadium,Wikidata,https://www.wikidata.org/wiki/Q914391,2026-07-15,
2018,"Kazan Arena, Kazan",1e3f7358a25660d2,Kazan Arena,Kazan,Russia,RU,55.8206,49.1622,stadium,OpenStreetMap,https://www.openstreetmap.org/node/5235114798,2026-07-15,
2018,"Mordovia Arena, Saransk",349de4026aad19b0,Mordovia Arena,Saransk,Russia,RU,54.1833,45.1833,stadium,OpenStreetMap,https://www.openstreetmap.org/way/592486130,2026-07-15,
2018,"Kaliningrad Stadium, Kaliningrad",a53d7e4d03ace1e8,Kaliningrad Stadium,Kaliningrad,Russia,RU,54.71,20.51,stadium,OpenStreetMap,https://www.openstreetmap.org/relation/8940837,2026-07-15,
2018,"Spartak Stadium, Moscow",5301c0f65021ced3,Otkritie Arena,Moscow,Russia,RU,55.817589,37.44061,stadium,OpenStreetMap,https://www.openstreetmap.org/relation/4006864,2026-07-15,
2018,"Nizhny Novgorod Stadium, Nizhny Novgorod",7de8966a138610e0,Nizhny Novgorod Stadium,Nizhny Novgorod,Russia,RU,56.3167,43.95,stadium,OpenStreetMap,https://www.openstreetmap.org/node/11169717337,2026-07-15,
2018,"Saint Petersburg Stadium, St. Petersburg",5bb9e80304b0e7d2,Krestovsky Stadium,Saint Petersburg,Russia,RU,59.9725,30.2214,stadium,OpenStreetMap,https://www.openstreetmap.org/relation/8841754,2026-07-15,
2022,"Al Bayt Stadium, Al Khor",f13001cd3afd929b,Al Bayt Stadium,Al Khor,Qatar,QA,25.6509,51.5256,stadium,OpenStreetMap,https://www.openstreetmap.org/way/715878985,2026-07-15,
2022,"Al Thumama Stadium, Doha",bd4416751d52d6ab,Al Thumama Stadium,Doha,Qatar,QA,25.2353,51.5311,stadium,OpenStreetMap,https://www.openstreetmap.org/relation/13417595,2026-07-15,
2022,"Khalifa International Stadium, Al Rayyan",ffc0ec652f87393f,Khalifa International Stadium,Al Rayyan,Qatar,QA,25.263651,51.449225,stadium,OpenStreetMap,https://www.openstreetmap.org/relation/8677986,2026-07-15,
2022,"Ahmad bin Ali Stadium, Al Rayyan",c74f1102497a644d,Ahmad bin Ali Stadium,Al Rayyan,Qatar,QA,25.3291,51.3418,stadium,OpenStreetMap,https://www.openstreetmap.org/way/155036824,2026-07-15,
2022,"Lusail Iconic Stadium, Lusail",ac62ec72c939e1db,Lusail Iconic Stadium,Lusail,Qatar,QA,25.4209,51.4906,stadium,OpenStreetMap,https://www.openstreetmap.org/way/684020896,2026-07-15,
2022,"Stadium 974, Doha",874ae49396503379,Stadium 974,Doha,Qatar,QA,25.2886,51.5674,stadium,OpenStreetMap,https://www.openstreetmap.org/way/984031641,2026-07-15,
2022,"Education City Stadium, Al Rayyan",0e1f65dada8ead73,Education City Stadium,Al Rayyan,Qatar,QA,25.3131,51.4244,stadium,OpenStreetMap,https://www.openstreetmap.org/way/684135642,2026-07-15,
2022,"Al Janoub Stadium, Al Wakrah",d44a990f5503d2c8,Al Janoub Stadium,Al Wakrah,Qatar,QA,25.1714,51.5722,stadium,OpenStreetMap,https://www.openstreetmap.org/way/684148159,2026-07-15,
2026,Mexico City,fd40d3393ea375bc,Mexico City,Mexico City,Mexico,MX,19.4326,-99.1332,city,OpenStreetMap,https://www.openstreetmap.org/relation/1376330,2026-07-15,
2026,Guadalajara (Zapopan),70c64c0ea1459a41,Guadalajara (Zapopan),Guadalajara (Zapopan),Mexico,MX,20.6597,-103.3496,city,OpenStreetMap,https://www.openstreetmap.org/relation/5605790,2026-07-15,
2026,Atlanta,f4a4b3331d4cb24a,Atlanta,Atlanta,United States,US,33.749,-84.388,city,OpenStreetMap,https://www.openstreetmap.org/relation/119557,2026-07-15,
2026,Monterrey (Guadalupe),e2fb50fbb9918ad2,Monterrey (Guadalupe),Monterrey (Guadalupe),Mexico,MX,25.6714,-100.3089,city,OpenStreetMap,https://www.openstreetmap.org/relation/5606450,2026-07-15,
2026,Toronto,b4336703178516d8,Toronto,Toronto,Canada,CA,43.6532,-79.3832,city,OpenStreetMap,https://www.openstreetmap.org/relation/324211,2026-07-15,
2026,San Francisco Bay Area (Santa Clara),5243df794e1c02b6,San Francisco Bay Area (Santa Clara),San Francisco Bay Area (Santa Clara),United States,US,37.3541,-121.9552,city,OpenStreetMap,https://www.openstreetmap.org/relation/112018,2026-07-15,
2026,Los Angeles (Inglewood),8004e71122f39c89,Los Angeles (Inglewood),Los Angeles (Inglewood),United States,US,33.9614,-118.3531,city,OpenStreetMap,https://www.openstreetmap.org/relation/207359,2026-07-15,
2026,Vancouver,9d77e070eedca185,Vancouver,Vancouver,Canada,CA,49.2827,-123.1207,city,OpenStreetMap,https://www.openstreetmap.org/relation/1852574,2026-07-15,
2026,Seattle,21536fac6df6b5f7,Seattle,Seattle,United States,US,47.6062,-122.3321,city,OpenStreetMap,https://www.openstreetmap.org/relation/237385,2026-07-15,
2026,New York/New Jersey (East Rutherford),ae7ee24815e7ac7c,New York/New Jersey (East Rutherford),New York/New Jersey (East Rutherford),United States,US,40.8337,-74.0871,city,OpenStreetMap,https://www.openstreetmap.org/relation/170386,2026-07-15,
2026,Boston (Foxborough),ea51569286616726,Boston (Foxborough),Boston (Foxborough),United States,US,42.3601,-71.0589,city,OpenStreetMap,https://www.openstreetmap.org/relation/61315,2026-07-15,
2026,Philadelphia,5e337b17c00fc0f0,Philadelphia,Philadelphia,United States,US,39.9526,-75.1652,city,OpenStreetMap,https://www.openstreetmap.org/relation/188022,2026-07-15,
2026,Miami (Miami Gardens),49fb2d8e0515fdd3,Miami (Miami Gardens),Miami (Miami Gardens),United States,US,25.7617,-80.1918,city,OpenStreetMap,https://www.openstreetmap.org/relation/121676,2026-07-15,
2026,Houston,80fedc461263cb42,Houston,Houston,United States,US,29.7604,-95.3698,city,OpenStreetMap,https://www.openstreetmap.org/relation/2688911,2026-07-15,
2026,Kansas City,e3fc2f690bccd4df,Kansas City,Kansas City,United States,US,39.0997,-94.5786,city,OpenStreetMap,https://www.openstreetmap.org/relation/141663,2026-07-15,
2026,Dallas (Arlington),ce8e4b0b48b793e9,Dallas (Arlington),Dallas (Arlington),United States,US,32.7767,-96.797,city,OpenStreetMap,https://www.openstreetmap.org/relation/6571629,2026-07-15,
